,,,,,,,,,MWh,$,$,,,MWh,MWh,MW
Delivery ID,Trading Date,Delivery Date,Delivery Hour,Delivery Interval,Load Forecast MWh,Operational Load,Max Temperature,Supply Limit,Bilateral Contract Positions,STEM Price,Balancing Price,Variance,Balancing Trade Estimate,Bilateral Trades,STEM Trades,RDQ
4200941,1/4/2015,1/5/2015,4,1,970.48,918.832,34.7,2852.714,860.868,28.17,27.01,-1.16,17.8085,860.868,38.642,1834.637
4200942,1/4/2015,1/5/2015,4,2,979.293,925.667,34.7,2852.714,854.586,28.62,27.65,-0.97,33.3495,854.586,38.381,1852.633
4200951,1/4/2015,1/5/2015,5,1,991.932,938.406,34.7,2849.214,858.821,28.47,28.15,-0.32,50.456,858.821,34.181,1886.916
4200952,1/4/2015,1/5/2015,5,2,1015.279,962.767,34.7,2845.714,884.394,28.48,29.17,0.69,61.3655,884.394,31.381,1954.281
4200961,1/4/2015,1/5/2015,6,1,1071.665,1023.21,34.7,2835.214,944.714,33.99,29.67,-4.32,59.1375,944.714,39.901,2087.505
4200962,1/4/2015,1/5/2015,6,2,1140.692,1080.055,34.7,2828.214,1023.114,33.99,29.38,-4.61,42.638,1023.114,39.377,2210.258
4200971,1/4/2015,1/5/2015,7,1,1211.891,1160.338,34.7,2821.214,1095.077,34.89,29.51,-5.38,64.0895,1095.077,25.87,2370.073
4200972,1/4/2015,1/5/2015,7,2,1289.751,1223.937,34.7,2817.714,1135.59,35.2,36.1,0.9,102.595,1135.59,18.329,2513.028
4200981,1/5/2015,1/5/2015,8,1,1307.168,1296.709,44.4,2884.092,1206.941,38.35,38.02,-0.33,75.153,1206.941,46.118,2656.424
4200982,1/5/2015,1/5/2015,8,2,1371.538,1371.199,44.4,2884.092,1236.123,38.35,37.92,-0.43,113.287,1236.123,46.118,2791.056
4200991,1/5/2015,1/5/2015,9,1,1427.88,1431.831,44.4,2884.092,1278.513,38.6,37.72,-0.88,118.271,1278.513,46.118,2885.804
4200992,1/5/2015,1/5/2015,9,2,1477.093,1485.295,44.4,2884.092,1310.723,43.16,56.24,13.08,140.2035,1310.723,52.541,3006.935
42009101,1/5/2015,1/5/2015,10,1,1525.78,1550.454,44.4,2884.092,1334.973,43.09,68.1,25.01,178.314,1334.973,52.541,3131.656
42009102,1/5/2015,1/5/2015,10,2,1575.207,1608.855,44.4,2884.092,1332.267,42.89,81.63,38.74,228.6975,1332.267,52.541,3227.011
42009111,1/5/2015,1/5/2015,11,1,1623.377,1663.863,44.4,2884.092,1356.019,44.4,91.88,47.48,290.0445,1356.019,25.483,3343.093
42009112,1/5/2015,1/5/2015,11,2,1670.643,1703.806,44.4,2887.592,1386.866,51.8,245.49,193.69,294.3645,1386.866,17.869,3398.199
42009121,1/5/2015,1/5/2015,12,1,1714.427,1739.495,44.4,2887.592,1424.509,57.83,82.37,24.54,261.592,1424.509,17.869,3407.94
42009122,1/5/2015,1/5/2015,12,2,1754.827,1736.426,44.4,2887.592,1437.291,61.85,85.97,24.12,212.743,1437.291,69.293,3438.654
42009131,1/5/2015,1/5/2015,13,1,1793.482,1765.548,44.4,2887.592,1516.993,60.41,87.99,27.58,173.4175,1516.993,68.869,3518.559
42009132,1/5/2015,1/5/2015,13,2,1825.505,1805.403,44.4,2887.592,1500.587,59.92,87.11,27.19,265.363,1500.587,18.393,3568.686
42009141,1/5/2015,1/5/2015,14,1,1852.22,1828.458,44.4,2887.592,1489.308,60.29,190.54,130.25,259.906,1489.308,69.493,3637.414
42009142,1/5/2015,1/5/2015,14,2,1874.086,1854.775,44.4,2887.592,1499.076,60.45,187.52,127.07,256.34,1499.076,74.993,3660.818
42009151,1/5/2015,1/5/2015,15,1,1891.66,1877.319,44.4,2887.592,1527.806,60.65,93.61,32.96,315.096,1527.806,20.193,3726.19
42009152,1/5/2015,1/5/2015,15,2,1906.799,1901.716,44.4,2887.592,1610.017,63.37,95.13,31.76,237.121,1610.017,27.693,3749.662
42009161,1/5/2015,1/5/2015,16,1,1919.693,1899.229,44.4,2884.092,1624.454,66.7,330,263.3,209.463,1624.454,29.793,3727.42
42009162,1/5/2015,1/5/2015,16,2,1925.792,1864.144,44.4,2884.092,1639.879,67.37,330,262.63,154.139,1639.879,33.593,3655.222
42009171,1/5/2015,1/5/2015,17,1,1915.537,1827.757,44.4,2884.092,1640.019,66.9,330,263.1,128.144,1640.019,40.593,3617.512
42009172,1/5/2015,1/5/2015,17,2,1892.497,1826.9,44.4,2884.092,1656.658,66.7,330,263.3,112.689,1656.658,45.193,3629.08
42009181,1/5/2015,1/5/2015,18,1,1854.08,1810.949,44.4,2884.092,1646.633,66.98,330,263.02,82.3745,1646.633,48.769,3555.553
42009182,1/5/2015,1/5/2015,18,2,1811.176,1789.581,44.4,2884.092,1620.004,65.5,330,264.5,82.9215,1620.004,50.446,3506.743
42009191,1/5/2015,1/5/2015,19,1,1771.011,1753.885,44.4,2884.092,1583.905,63.98,220.7,156.72,32.706,1583.905,113.546,3460.314
42009192,1/5/2015,1/5/2015,19,2,1748.003,1746.767,44.4,2884.092,1567.744,62.55,156.16,93.61,37.5365,1567.744,116.246,3443.053
42009201,1/5/2015,1/5/2015,20,1,1724.355,1740.697,44.4,2884.092,1545.072,61.87,98.55,36.68,26.9,1545.072,123.651,3391.246
42009202,1/5/2015,1/5/2015,20,2,1664.367,1682.465,44.4,2884.092,1474.638,57.05,77.97,20.92,90.7065,1474.638,66.851,3264.391
42009211,1/5/2015,1/5/2015,21,1,1594.766,1599.862,44.4,2884.092,1404.005,50.78,85.44,34.66,63.271,1404.005,69.551,3073.654
42009212,1/5/2015,1/5/2015,21,2,1511.678,1511.757,44.4,2884.092,1323.191,49.98,65.38,15.4,85.0515,1323.191,53.329,2923.143
42009221,1/5/2015,1/5/2015,22,1,1426.59,1417.763,44.4,2887.592,1216.426,43.26,48.42,5.16,70.817,1216.426,78.44,2731.366
42009222,1/5/2015,1/5/2015,22,2,1344.199,1332.671,44.4,2891.092,1140.362,38.17,52.33,14.16,75.1495,1140.362,72.817,2576.657
42009231,1/5/2015,1/5/2015,23,1,1271.931,1265.968,44.4,2898.092,1071.211,34.33,36.31,1.98,120.664,1071.211,38.329,2460.408
42009232,1/5/2015,1/5/2015,23,2,1218.209,1209.111,44.4,2905.092,1017.221,30.67,34.41,3.74,126.609,1017.221,38.568,2364.796
4201001,1/5/2015,1/6/2015,0,1,1176.942,1162.366,44.4,2908.592,976.713,27.04,34.49,7.45,114.7665,976.713,43.329,2269.617
4201002,1/5/2015,1/6/2015,0,2,1143.74,1118.852,44.4,2912.092,943.261,27.04,34.6,7.56,108.341,943.261,43.329,2189.862
4201011,1/5/2015,1/6/2015,1,1,1116.686,1092.081,44.4,2915.592,924.17,27.04,33.65,6.61,106.1835,924.17,43.329,2147.365
4201012,1/5/2015,1/6/2015,1,2,1095.993,1072.715,44.4,2919.092,915.607,27.04,33.66,6.62,98.8475,915.607,43.329,2115.567
4201021,1/5/2015,1/6/2015,2,1,1080.842,1057.061,44.4,2919.092,905.42,27.04,33.47,6.43,95.52,905.42,43.329,2088.538
4201022,1/5/2015,1/6/2015,2,2,1068.476,1042.89,44.4,2919.092,888.621,27.04,33.45,6.41,95.324,888.621,43.329,2054.548
4201031,1/5/2015,1/6/2015,3,1,1058.013,1029.628,44.4,2919.092,881.304,27.04,33.47,6.43,91.4645,881.304,43.329,2032.195
4201032,1/5/2015,1/6/2015,3,2,1049.119,1015.865,44.4,2919.092,870.15,27.04,33.61,6.57,90.713,870.15,43.329,2008.384
4201041,1/5/2015,1/6/2015,4,1,1044.615,1020.952,44.4,2919.092,874.015,27.04,33.53,6.49,96.6555,874.015,43.329,2027.999
4201042,1/5/2015,1/6/2015,4,2,1047.72,1018.2,44.4,2919.092,885.464,27.04,33.02,5.98,87.6545,885.464,43.329,2032.895
4201051,1/5/2015,1/6/2015,5,1,1053.777,1025.488,44.4,2915.592,890.341,27.04,33.02,5.98,81.626,890.341,43.329,2030.592
4201052,1/5/2015,1/6/2015,5,2,1069.624,1039.094,44.4,2912.092,893.855,27.04,33.5,6.46,105.4565,893.855,46.329,2091.281
4201061,1/5/2015,1/6/2015,6,1,1118.374,1091.061,44.4,2901.592,944.564,29.96,33.37,3.41,114.855,944.564,40.139,2199.116
4201062,1/5/2015,1/6/2015,6,2,1181.647,1140.266,44.4,2894.592,978.984,29.96,33.4,3.44,133.83,978.984,39.616,2304.86
4201071,1/5/2015,1/6/2015,7,1,1248.023,1208.889,44.4,2887.592,1026.246,34.89,33.54,-1.35,160.2625,1026.246,36.411,2445.839
4201072,1/5/2015,1/6/2015,7,2,1324.294,1257.851,44.4,2884.092,1060.95,35.36,33.8,-1.56,167.725,1060.95,46.135,2549.62
4201081,1/6/2015,1/6/2015,8,1,1345.282,1317.907,34.6,2884.092,1080.229,38.35,39.96,1.61,207.2165,1080.229,48.162,2671.215
4201082,1/6/2015,1/6/2015,8,2,1393.157,1356.792,34.6,2884.092,1108.147,38.35,44.59,6.24,191.2505,1108.147,48.162,2695.119
4201091,1/6/2015,1/6/2015,9,1,1433.384,1367.533,34.6,2884.092,1150.14,38.35,45.34,6.99,164.7825,1150.14,48.162,2726.169
4201092,1/6/2015,1/6/2015,9,2,1465.505,1388.719,34.6,2884.092,1184.467,38.35,50.03,11.68,151.6115,1184.467,47.638,2767.433
42010101,1/6/2015,1/6/2015,10,1,1496.283,1415.139,34.6,2884.092,1176.391,38.35,51.36,13.01,194.5425,1176.391,47.638,2837.143
42010102,1/6/2015,1/6/2015,10,2,1529.829,1461.139,34.6,2884.092,1232.122,38.87,64.8,25.93,210.699,1232.122,19.329,2924.3
42010111,1/6/2015,1/6/2015,11,1,1564.503,1502.434,34.6,2884.092,1280.538,43.31,76.98,33.67,206.467,1280.538,16.329,3006.668
42010112,1/6/2015,1/6/2015,11,2,1597.451,1512.777,34.6,2887.592,1327.65,45.76,76.98,31.22,134.211,1327.65,19.914,2963.55
42010121,1/6/2015,1/6/2015,12,1,1627.671,1488.926,34.6,2887.592,1379.565,45.92,50.03,4.11,68.6255,1379.565,19.914,2936.209
42010122,1/6/2015,1/6/2015,12,2,1656.423,1482.748,34.6,2887.592,1395.546,52.49,52.69,0.2,50.0335,1395.546,20.438,2932.035
42010131,1/6/2015,1/6/2015,13,1,1684.888,1474.745,34.6,2887.592,1457.24,58.69,43.8,-14.89,-16.3345,1457.24,19.914,2921.639
42010132,1/6/2015,1/6/2015,13,2,1708.459,1486.682,34.6,2887.592,1487.435,65.08,43.1,-21.98,-40.579,1487.435,31.338,2956.388
42010141,1/6/2015,1/6/2015,14,1,1727.706,1495.972,34.6,2887.592,1485.225,66.49,50.03,-16.46,-21.3295,1485.225,31.838,2991.467
42010142,1/6/2015,1/6/2015,14,2,1743.359,1513.987,34.6,2887.592,1471.975,66,67.18,1.18,-3.0995,1471.975,36.238,3010.227
42010151,1/6/2015,1/6/2015,15,1,1755.309,1526.588,34.6,2887.592,1500.159,64.8,57.74,-7.06,-21.4055,1500.159,39.038,3035.583
42010152,1/6/2015,1/6/2015,15,2,1762.349,1534.705,34.6,2887.592,1514.441,63.5,69.48,5.98,-31.0585,1514.441,46.338,3059.441
42010161,1/6/2015,1/6/2015,16,1,1763.208,1534.099,34.6,2884.092,1499.569,63.74,76.98,13.24,-26.8735,1499.569,49.538,3044.467
42010162,1/6/2015,1/6/2015,16,2,1756.185,1545.253,34.6,2884.092,1490.093,65.56,85.04,19.48,-7.1595,1490.093,53.838,3073.543
42010171,1/6/2015,1/6/2015,17,1,1732.927,1538.179,34.6,2884.092,1465.602,66.04,89.45,23.41,2.2105,1465.602,60.538,3056.701
42010172,1/6/2015,1/6/2015,17,2,1696.481,1524.099,34.6,2884.092,1438.131,66.4,84.37,17.97,6.503,1438.131,65.738,3020.744
42010181,1/6/2015,1/6/2015,18,1,1650.21,1502.782,34.6,2884.092,1430.661,65.98,66.64,0.66,-17.095,1430.661,70.114,2967.36
42010182,1/6/2015,1/6/2015,18,2,1606.205,1472.004,34.6,2884.092,1412.222,59.99,50.03,-9.96,-34.608,1412.222,70.329,2895.886
42010191,1/6/2015,1/6/2015,19,1,1570.964,1434.838,34.6,2884.092,1380.308,49.98,33.76,-16.22,-42.8405,1380.308,72.329,2819.593
42010192,1/6/2015,1/6/2015,19,2,1550.244,1416.532,34.6,2884.092,1364.489,46.78,31.88,-14.9,20.7685,1364.489,21.89,2814.295
42010201,1/6/2015,1/6/2015,20,1,1529.989,1390.175,34.6,2884.092,1345.203,44.6,31.97,-12.63,-7.675,1345.203,28.12,2731.296
42010202,1/6/2015,1/6/2015,20,2,1480.409,1351.353,34.6,2884.092,1299.373,44.8,28.46,-16.34,-2.389,1299.373,29.92,2653.808
42010211,1/6/2015,1/6/2015,21,1,1425.311,1294.652,34.6,2884.092,1258.563,39.19,26.93,-12.26,-29.5245,1258.563,27.365,2512.807
42010212,1/6/2015,1/6/2015,21,2,1359.58,1228.666,34.6,2884.092,1189.592,34.33,27,-7.33,-14.8035,1189.592,21.337,2392.251
42010221,1/6/2015,1/6/2015,22,1,1290.815,1178.079,34.6,2887.592,1113.764,27.59,27,-0.59,7.0155,1113.764,29.346,2300.251
42010222,1/6/2015,1/6/2015,22,2,1223.522,1124.12,34.6,2891.092,1055.44,27.61,27.15,-0.46,7.7525,1055.44,30.026,2186.437
42010231,1/6/2015,1/6/2015,23,1,1167.399,1070.942,34.6,2898.092,982.437,27.77,27.28,-0.49,34.137,982.437,31.626,2096.4
42010232,1/6/2015,1/6/2015,23,2,1127.544,1035.587,34.6,2905.092,946.029,27.92,26.25,-1.67,34.5855,946.029,32.826,2026.881
4201101,1/6/2015,1/7/2015,0,1,1096.936,1002.252,34.6,2908.592,886.443,24.5,27.97,3.47,57.241,886.443,43.329,1974.026
4201102,1/6/2015,1/7/2015,0,2,1071.131,973.511,34.6,2912.092,871.982,24.5,24.42,-0.08,42.269,871.982,43.329,1915.16
4201111,1/6/2015,1/7/2015,1,1,1048.149,957.287,34.6,2915.592,846.558,27.04,27.01,-0.03,58.2545,846.558,43.329,1896.283
4201112,1/6/2015,1/7/2015,1,2,1029.849,939.105,34.6,2919.092,837.463,27.04,27.56,0.52,50.2535,837.463,43.329,1862.091
4201121,1/6/2015,1/7/2015,2,1,1017.352,926.003,34.6,2919.092,834.461,27.04,27.01,-0.03,39.8425,834.461,43.329,1835.265
4201122,1/6/2015,1/7/2015,2,2,1007.043,929.544,34.6,2919.092,819.078,27.04,29.29,2.25,65.774,819.078,43.329,1856.362
4201131,1/6/2015,1/7/2015,3,1,998.594,929.005,34.6,2919.092,814.414,27.04,27.01,-0.03,62.8625,814.414,43.329,1841.211
4201132,1/6/2015,1/7/2015,3,2,990.617,929.303,34.6,2919.092,803.141,27.04,27.01,-0.03,81.652,803.141,43.329,1856.244
4201141,1/6/2015,1/7/2015,4,1,988.158,933.683,34.6,2919.092,804.639,27.04,23.92,-3.12,81.5045,804.639,43.329,1858.945
4201142,1/6/2015,1/7/2015,4,2,993.113,936.914,34.6,2919.092,812.841,27.04,27.01,-0.03,84.7125,812.841,43.329,1881.765
4201151,1/6/2015,1/7/2015,5,1,1002.548,950.235,34.6,2915.592,816.638,27.04,27.01,-0.03,85.562,816.638,43.329,1891.058
4201152,1/6/2015,1/7/2015,5,2,1019.806,958.099,34.6,2912.092,831.994,27.04,29.51,2.47,93.833,831.994,46.329,1944.312
4201161,1/6/2015,1/7/2015,6,1,1065.957,1009.702,34.6,2901.592,889.579,29.96,29.51,-0.45,93.209,889.579,39.709,2044.994
4201162,1/6/2015,1/7/2015,6,2,1123.096,1053.138,34.6,2894.592,924.898,29.96,33.02,3.06,103.7205,924.898,39.186,2135.609
4201171,1/6/2015,1/7/2015,7,1,1179.075,1108.592,34.6,2887.592,961.554,34.39,33.57,-0.82,126.474,961.554,28.831,2233.718
4201172,1/6/2015,1/7/2015,7,2,1240.528,1145.045,34.6,2884.092,981.232,34.89,33.59,-1.3,137.7285,981.232,29.245,2296.411
4201181,1/7/2015,1/7/2015,8,1,1225.279,1183.105,34.2,2884.092,1019.649,34.89,39.42,4.53,124.716,1019.649,42.814,2374.358
4201182,1/7/2015,1/7/2015,8,2,1250.684,1203.904,34.2,2884.092,1035.088,34.89,39.7,4.81,121.661,1035.088,46.412,2406.322
4201191,1/7/2015,1/7/2015,9,1,1266.608,1218.393,34.2,2884.092,1042.892,34.89,39.66,4.77,119.961,1042.892,48.124,2421.954
4201192,1/7/2015,1/7/2015,9,2,1277.515,1226.713,34.2,2884.092,1056.815,38.35,39.8,1.45,144.198,1056.815,25.529,2453.084
42011101,1/7/2015,1/7/2015,10,1,1289.63,1240.705,34.2,2884.092,1065.005,39.6,39.12,-0.48,163.921,1065.005,16.329,2490.51
42011102,1/7/2015,1/7/2015,10,2,1305.3,1258.111,34.2,2884.092,1105.065,39.6,38.84,-0.76,138.204,1105.065,16.329,2519.196
42011111,1/7/2015,1/7/2015,11,1,1325.942,1278.498,34.2,2884.092,1154.901,39.6,41.37,1.77,111.4255,1154.901,16.329,2565.311
42011112,1/7/2015,1/7/2015,11,2,1347.252,1297.087,34.2,2887.592,1196.254,38.81,53.93,15.12,89.2135,1196.254,16.329,2603.593
42011121,1/7/2015,1/7/2015,12,1,1366.311,1323.799,34.2,2887.592,1228.57,38.35,33.02,-5.33,62.319,1228.57,40.343,2662.464
42011122,1/7/2015,1/7/2015,12,2,1385.11,1356.617,34.2,2887.592,1250.17,39.6,29.51,-10.09,88.7495,1250.17,21.489,2720.817
42011131,1/7/2015,1/7/2015,13,1,1408.522,1387.585,34.2,2887.592,1282.804,43.4,33.86,-9.54,99.752,1282.804,18.329,2801.77
42011132,1/7/2015,1/7/2015,13,2,1430.172,1422.465,34.2,2887.592,1327.036,45,40.12,-4.88,80.2985,1327.036,18.329,2851.327
42011141,1/7/2015,1/7/2015,14,1,1450.175,1448.985,34.2,2887.592,1343.764,46.76,40.39,-6.37,84.72,1343.764,19.901,2896.77
42011142,1/7/2015,1/7/2015,14,2,1469.587,1476.66,34.2,2887.592,1331.053,45,39.95,-5.05,138.8625,1331.053,18.329,2976.489
42011151,1/7/2015,1/7/2015,15,1,1485.125,1500.871,34.2,2887.592,1293.5,49.22,96.43,47.21,191.524,1293.5,20.292,3010.632
42011152,1/7/2015,1/7/2015,15,2,1493.076,1517.608,34.2,2887.592,1322.676,43.44,98.09,54.65,184.675,1322.676,20.158,3055.018
42011161,1/7/2015,1/7/2015,16,1,1494.041,1531.325,34.2,2884.092,1297.582,45,97.86,52.86,211.397,1297.582,19.859,3057.676
42011162,1/7/2015,1/7/2015,16,2,1485.562,1542.595,34.2,2884.092,1306.336,39.55,95.62,56.07,213.3365,1306.336,19.666,3078.677
42011171,1/7/2015,1/7/2015,17,1,1461.626,1542.377,34.2,2884.092,1258.458,39.63,96.13,56.5,266.831,1258.458,19.057,3088.692
42011172,1/7/2015,1/7/2015,17,2,1424.57,1545.656,34.2,2884.092,1253.953,36.49,92.44,55.95,254.207,1253.953,22.155,3060.63
42011181,1/7/2015,1/7/2015,18,1,1382.779,1519.7,34.2,2884.092,1245.336,35.28,81.74,46.46,239.16,1245.336,18.209,3005.41
42011182,1/7/2015,1/7/2015,18,2,1346.694,1488.111,34.2,2884.092,1206.095,35.4,69.65,34.25,239.627,1206.095,17.684,2926.812
42011191,1/7/2015,1/7/2015,19,1,1318.797,1457.025,34.2,2884.092,1168.484,35.56,61.59,26.03,250.544,1168.484,18.124,2874.304
42011192,1/7/2015,1/7/2015,19,2,1303.251,1442.446,34.2,2884.092,1133.513,34.89,70.02,35.13,286.459,1133.513,18.039,2876.022
42011201,1/7/2015,1/7/2015,20,1,1290.282,1416.848,34.2,2884.092,1087.51,34.33,201.59,167.26,273.4425,1087.51,17.939,2757.783
42011202,1/7/2015,1/7/2015,20,2,1251.811,1360.844,34.2,2884.092,1025.756,34.33,63.46,29.13,277.1615,1025.756,17.629,2641.093
42011211,1/7/2015,1/7/2015,21,1,1210.83,1288.131,34.2,2884.092,984.874,34.33,47.07,12.74,245.7575,984.874,17.919,2497.101
42011212,1/7/2015,1/7/2015,21,2,1160.93,1213.65,34.2,2884.092,941.049,34.33,33.43,-0.9,218.4895,941.049,17.459,2353.995
42011221,1/7/2015,1/7/2015,22,1,1110.853,1146.802,34.2,2887.592,876.437,28.28,33.68,5.4,209.047,876.437,30.454,2231.876
42011222,1/7/2015,1/7/2015,22,2,1063.642,1081.257,34.2,2891.092,838.439,28.48,33.62,5.14,177.7505,838.439,32.378,2097.135
42011231,1/7/2015,1/7/2015,23,1,1026.436,1025.612,34.2,2898.092,762.442,22.35,33.78,11.43,192.848,762.442,47.728,2006.036
42011232,1/7/2015,1/7/2015,23,2,1002.247,985.432,34.2,2905.092,760.668,22.33,33.02,10.69,155.2925,760.668,47.762,1927.445
4201201,1/7/2015,1/8/2015,0,1,981.619,954.019,34.2,2817.879,759.004,15,29.51,14.51,127.267,759.004,57.522,1887.586
4201202,1/7/2015,1/8/2015,0,2,959.481,924.243,34.2,2821.379,758.264,15,25.99,10.99,104.362,758.264,47.397,1820.046
4201211,1/7/2015,1/8/2015,1,1,938.624,899.258,34.2,2824.879,757.524,15,25.99,10.99,87.4825,757.524,47.369,1784.751
4201212,1/7/2015,1/8/2015,1,2,922.161,887.513,34.2,2828.379,756.35,15,24.71,9.71,76.921,756.35,46.617,1759.776
4201221,1/7/2015,1/8/2015,2,1,912.389,875.964,34.2,2828.379,755.72,15,24.24,9.24,61.402,755.72,51.821,1737.886
4201222,1/7/2015,1/8/2015,2,2,905.305,867.813,34.2,2828.379,754.966,15,24.24,9.24,63.2365,754.966,51.287,1738.979
4201231,1/7/2015,1/8/2015,3,1,900.534,863.977,34.2,2828.379,754.646,15,22.26,7.26,66.987,754.646,46.166,1735.598
4201232,1/7/2015,1/8/2015,3,2,896.774,865.757,34.2,2828.379,753.502,15,22.25,7.25,68.991,753.502,46.321,1737.628
4201241,1/7/2015,1/8/2015,4,1,897.812,871.798,34.2,2828.379,753.772,15,24.24,9.24,75.658,753.772,46.527,1751.914
4201242,1/7/2015,1/8/2015,4,2,904.414,872.761,34.2,2828.379,754.952,15,22.19,7.19,72.997,754.952,46.798,1749.494
4201251,1/7/2015,1/8/2015,5,1,914.933,877.287,34.2,2824.879,757.482,15,24.24,9.24,63.6115,757.482,57.319,1756.825
4201252,1/7/2015,1/8/2015,5,2,934.957,888.796,34.2,2821.379,761.172,21.93,24.52,2.59,84.534,761.172,53.562,1798.536
4201261,1/7/2015,1/8/2015,6,1,980.943,932.738,34.2,2810.879,788.309,27.28,29.05,1.77,82.984,788.309,78.858,1900.302
4201262,1/7/2015,1/8/2015,6,2,1032.918,960.577,34.2,2803.879,815.582,28.46,29.32,0.86,94.3505,815.582,61.906,1943.677
4201271,1/7/2015,1/8/2015,7,1,1079.282,1009.977,34.2,2796.879,856.554,29.96,34.06,4.1,123.9635,856.554,46.22,2053.475
4201272,1/7/2015,1/8/2015,7,2,1126.663,1036.139,34.2,2793.379,870.463,29.96,34.1,4.14,139.0635,870.463,37.401,2093.855
4203381,1/29/2015,1/29/2015,8,1,1295.934,1357.121,33.9,2642.99,1139.046,56.52,86.63,30.11,172.4245,1139.046,57.25,2737.441
4203382,1/29/2015,1/29/2015,8,2,1329.922,1386.938,33.9,2642.99,1146.759,59.87,90.12,30.25,187.587,1146.759,56.726,2782.144
4203391,1/29/2015,1/29/2015,9,1,1358.323,1418.55,33.9,2642.99,1159.705,55.57,81.7,26.13,204.491,1159.705,56.726,2841.844
4203392,1/29/2015,1/29/2015,9,2,1378.833,1456.011,33.9,2642.99,1125.292,47.18,265.31,218.13,276.472,1125.292,56.726,2916.98
42033101,1/29/2015,1/29/2015,10,1,1400.102,1489.825,33.9,2642.99,1129.001,42.7,110.89,68.19,306.994,1129.001,56.203,2984.396
42033102,1/29/2015,1/29/2015,10,2,1424.789,1523.057,33.9,2642.99,1149.224,42.7,199,156.3,322.6665,1149.224,56.203,3056.187
42033111,1/29/2015,1/29/2015,11,1,1450.671,1536.913,33.9,2642.99,1172.705,74.79,87.76,12.97,326.34,1172.705,21.909,3041.908
42033112,1/29/2015,1/29/2015,11,2,1475.771,1539.609,33.9,2646.49,1170.32,59.52,129.32,69.8,341.0425,1170.32,28.206,3079.137
42033121,1/29/2015,1/29/2015,12,1,1498.508,1467.008,33.9,2646.49,1212.41,74.79,80.43,5.64,219.5855,1212.41,21.909,2907.809
42033122,1/29/2015,1/29/2015,12,2,1520.584,1511.629,33.9,2646.49,1260.216,74.79,85.87,11.08,249.4215,1260.216,21.909,3063.093
42033131,1/29/2015,1/29/2015,13,1,1546.794,1542.709,33.9,2646.49,1308.025,74.79,81.7,6.91,214.3245,1308.025,21.909,3088.517
42033132,1/29/2015,1/29/2015,13,2,1570.464,1581.839,33.9,2646.49,1315.983,74.79,84.93,10.14,241.266,1315.983,26.623,3167.744
42033141,1/29/2015,1/29/2015,14,1,1590.013,1617.439,33.9,2646.49,1335.124,74.79,81.7,6.91,260.4355,1335.124,26.783,3244.685
42033142,1/29/2015,1/29/2015,14,2,1606.259,1653.757,33.9,2646.49,1356.059,74.79,81.7,6.91,269.2445,1356.059,26.511,3303.629
42033151,1/29/2015,1/29/2015,15,1,1618.904,1678.981,33.9,2646.49,1381.55,74.79,81.7,6.91,261.4555,1381.55,25.564,3337.139
42033152,1/29/2015,1/29/2015,15,2,1627.934,1691.833,33.9,2646.49,1381.207,74.79,83.41,8.62,286.8945,1381.207,25.408,3387.019
42033161,1/29/2015,1/29/2015,16,1,1631.997,1700.26,33.9,2642.99,1390.917,74.79,90.44,15.65,275.9805,1390.917,25.093,3383.981
42033162,1/29/2015,1/29/2015,16,2,1627.055,1712.632,33.9,2642.99,1361.916,74.79,271.61,196.82,309.2465,1361.916,24.639,3391.603
42033171,1/29/2015,1/29/2015,17,1,1608.577,1711.906,33.9,2642.99,1335.063,74.79,293.71,218.92,350.1575,1335.063,23.972,3418.385
42033172,1/29/2015,1/29/2015,17,2,1582.516,1712.524,33.9,2642.99,1336.332,74.79,261.02,186.23,331.4725,1336.332,23.625,3382.859
42033181,1/29/2015,1/29/2015,18,1,1549.836,1685.667,33.9,2642.99,1328.228,74.79,322.55,247.76,312.2355,1328.228,23.199,3327.325
42033182,1/29/2015,1/29/2015,18,2,1513.905,1692.651,33.9,2642.99,1304.564,74.79,330,255.21,332.8085,1304.564,22.648,3320.041
42033191,1/29/2015,1/29/2015,19,1,1490.597,1671.724,33.9,2642.99,1288.882,74.79,330,255.21,336.5945,1288.882,23.082,3297.117
42033192,1/29/2015,1/29/2015,19,2,1482.266,1675.683,33.9,2642.99,1278.979,68.9,330,261.1,346.8255,1278.979,19.926,3291.461
42033201,1/29/2015,1/29/2015,20,1,1468.027,1647.475,33.9,2642.99,1251.704,63.41,330,266.59,334.204,1251.704,28.791,3229.398
42033202,1/29/2015,1/29/2015,20,2,1426.058,1612.045,33.9,2642.99,1221.728,64.8,330,265.2,312.0915,1221.728,31.991,3131.621
42033211,1/29/2015,1/29/2015,21,1,1369.197,1529.658,33.9,2642.99,1202.621,65.67,261.02,195.35,239.525,1202.621,35.591,2955.474
42033212,1/29/2015,1/29/2015,21,2,1302.885,1443.853,33.9,2642.99,1156.45,64.64,90.84,26.2,202.314,1156.45,36.601,2790.73
42033221,1/29/2015,1/29/2015,22,1,1241.948,1358.208,33.9,2646.49,1079.44,47.32,67.6,20.28,172.9015,1079.44,57.565,2619.813
42033222,1/29/2015,1/29/2015,22,2,1182.015,1282.185,33.9,2649.99,1021.93,45.64,61.78,16.14,162.618,1021.93,58.089,2485.274
42033231,1/29/2015,1/29/2015,23,1,1129.018,1218.242,33.9,2656.99,951.714,37.97,47.11,9.14,180.6105,951.714,54.147,2372.943
