,,,,,,,,,MWh,$,$,,,MWh,MWh,MW
Delivery ID,Trading Date,Delivery Date,Delivery Hour,Delivery Interval,Load Forecast MWh,Operational Load,Max Temperature,Supply Limit,Bilateral Contract Positions,STEM Price,Balancing Price,Variance,Balancing Trade Estimate,Bilateral Trades,STEM Trades,RDQ
42203132,7/18/2015,7/18/2015,13,2,944.935,957.838,20.5,2765.018,843.201,35,40.91,5.91,57.95,843.201,42.556,1887.414
42203141,7/18/2015,7/18/2015,14,1,944.077,961.075,20.5,2765.018,850.369,35,40.88,5.88,64.8265,850.369,41.888,1914.167
42203142,7/18/2015,7/18/2015,14,2,950.498,966.229,20.5,2765.018,856.502,35.74,40.82,5.08,81.447,856.502,20.516,1916.93
42203151,7/18/2015,7/18/2015,15,1,962.945,974.294,20.5,2765.018,870.629,35.74,39.34,3.6,81.874,870.629,21.165,1947.336
42203152,7/18/2015,7/18/2015,15,2,981.343,1005.152,20.5,2765.018,895.185,35.74,40.98,5.24,98.445,895.185,16.815,2020.89
42203161,7/18/2015,7/18/2015,16,1,1010.931,1035.793,20.5,2761.518,930.99,41.2,42.61,1.41,93.2505,930.99,18.808,2086.097
42203162,7/18/2015,7/18/2015,16,2,1054.707,1071.727,20.5,2761.518,978.97,41.2,45.09,3.89,85.2895,978.97,18.808,2166.135
42203171,7/18/2015,7/18/2015,17,1,1114.968,1122.989,20.5,2761.518,1027.71,41.2,56.62,15.42,106.2,1027.71,18.808,2305.436
42203172,7/18/2015,7/18/2015,17,2,1193.83,1201.596,20.5,2761.518,1092.325,41.2,70.21,29.01,116.996,1092.325,18.808,2456.258
42203181,7/18/2015,7/18/2015,18,1,1248.923,1247.433,20.5,2761.518,1160.334,58.57,82.5,23.93,63.579,1160.334,21.784,2491.394
42203182,7/18/2015,7/18/2015,18,2,1239.942,1242.566,20.5,2761.518,1175.831,69.15,69.59,0.44,22.76,1175.831,21.784,2440.75
42203191,7/18/2015,7/18/2015,19,1,1207.748,1210.067,20.5,2761.518,1158.457,64.57,59.86,-4.71,-0.4715,1158.457,21.784,2359.539
42203192,7/18/2015,7/18/2015,19,2,1175.474,1180.768,20.5,2761.518,1121.781,41.2,54.71,13.51,23.763,1121.781,18.275,2327.638
42203201,7/18/2015,7/18/2015,20,1,1147.351,1147.729,20.5,2761.518,1053.317,52.96,49.61,-3.35,48.821,1053.317,16.391,2237.058
42203202,7/18/2015,7/18/2015,20,2,1117.727,1121.497,20.5,2761.518,1018.675,35.63,47.03,11.4,68.0445,1018.675,12.864,2199.167
42203211,7/18/2015,7/18/2015,21,1,1087.198,1099.322,20.5,2761.518,986.806,35.63,47.67,12.04,83.05,986.806,12.747,2165.206
42203212,7/18/2015,7/18/2015,21,2,1051.834,1062.227,20.5,2761.518,954.139,35.63,42.28,6.65,70.2465,954.139,12.804,2074.379
42203221,7/18/2015,7/18/2015,22,1,1012.317,1012.829,20.5,2765.018,928.543,35.63,39.56,3.93,45.923,928.543,12.757,1974.446
42203222,7/18/2015,7/18/2015,22,2,969.191,970.379,20.5,2768.518,890.53,35.63,36.57,0.94,45.8775,890.53,12.767,1898.349
42203231,7/18/2015,7/18/2015,23,1,928.322,934.841,20.5,2775.518,846.287,34.03,36.52,2.49,55.9415,846.287,12.724,1829.905
42203232,7/18/2015,7/18/2015,23,2,892.226,901.172,20.5,2782.518,808.382,34.03,30.28,-3.75,59.502,808.382,12.62,1761.008
4220401,7/18/2015,7/19/2015,0,1,863.26,867.838,20.5,2786.018,774.673,22.43,29.26,6.83,61.056,774.673,17.529,1706.516
4220402,7/18/2015,7/19/2015,0,2,840.791,844.105,20.5,2789.518,752.761,21.72,25.47,3.75,66.0695,752.761,17.529,1672.719
4220411,7/18/2015,7/19/2015,1,1,823.135,825.729,20.5,2793.018,737.009,21.42,24.97,3.55,62.063,737.009,17.529,1633.202
4220412,7/18/2015,7/19/2015,1,2,810.315,810.345,20.5,2796.518,733.381,21.42,24.49,3.07,53.3045,733.381,17.529,1608.429
4220421,7/18/2015,7/19/2015,2,1,801.455,802.391,20.5,2796.518,724.204,21.42,24.09,2.67,48.8775,724.204,23.837,1593.837
4220422,7/18/2015,7/19/2015,2,2,796.576,796.849,20.5,2796.518,714.981,21.32,24.09,2.77,43.242,714.981,32.95,1582.346
4220431,7/18/2015,7/19/2015,3,1,791.54,793.717,20.5,2796.518,705.912,-8.11,24.09,32.2,47.1605,705.912,38.458,1583.061
4220432,7/18/2015,7/19/2015,3,2,789.387,792.378,20.5,2796.518,701.313,-8.11,24.09,32.2,52.9005,701.313,37.777,1583.981
4220441,7/18/2015,7/19/2015,4,1,790.259,794.651,20.5,2796.518,702.507,-8.11,18.57,26.68,50.9655,702.507,37.76,1582.465
4220442,7/18/2015,7/19/2015,4,2,794.481,789.875,20.5,2796.518,708.195,0,18.57,18.57,48.3105,708.195,37.79,1588.591
4220451,7/18/2015,7/19/2015,5,1,802.775,800.195,20.5,2793.018,718.75,21.32,18.57,-2.75,52.097,718.75,31.962,1605.618
4220452,7/18/2015,7/19/2015,5,2,814.797,814.167,20.5,2789.518,737.679,21.72,18.57,-3.15,62.211,737.679,18.363,1636.506
4220461,7/18/2015,7/19/2015,6,1,833.489,834.369,20.5,2779.018,800.931,23.08,19.05,-4.03,23.149,800.931,17.529,1683.218
4220462,7/18/2015,7/19/2015,6,2,856.608,851.335,20.5,2772.018,833.805,26.81,19.17,-7.64,16.6415,833.805,17.816,1736.525
4220471,7/18/2015,7/19/2015,7,1,882.576,882.775,20.5,2765.018,872.237,32.7,21.89,-10.81,11.1125,872.237,12.806,1792.311
4220472,7/18/2015,7/19/2015,7,2,912.646,919.547,20.5,2761.518,912.187,32.7,28.13,-4.57,12.2555,912.187,12.811,1874.507
4220481,7/19/2015,7/19/2015,8,1,928.939,964.696,19,2761.518,920.868,37.18,30.3,-6.88,34.9675,920.868,19.882,1951.435
4220482,7/19/2015,7/19/2015,8,2,941.864,1003.7,19,2761.518,927.201,37.32,37.07,-0.25,69,927.201,19.349,2031.1
4220491,7/19/2015,7/19/2015,9,1,944.227,1038.511,19,2761.518,918.645,37.34,44.83,7.49,99.053,918.645,22.963,2081.322
4220492,7/19/2015,7/19/2015,9,2,941.121,1047.867,19,2761.518,907.272,37.33,42.47,5.14,106.19,907.272,24.186,2075.296
42204101,7/19/2015,7/19/2015,10,1,932.474,1042.559,19,2761.518,894.353,37.11,40.85,3.74,119.6885,894.353,24.186,2076.455
42204102,7/19/2015,7/19/2015,10,2,924.575,1047.775,19,2761.518,884.676,36.98,39.4,2.42,136.354,884.676,24.857,2091.774
42204111,7/19/2015,7/19/2015,11,1,917.287,1043.773,19,2761.518,879.704,35,37.07,2.07,91.8275,879.704,59.299,2061.661
42204112,7/19/2015,7/19/2015,11,2,910.211,1039.63,19,2765.018,876.073,36.45,43.84,7.39,103.5995,876.073,62.381,2084.107
42204121,7/19/2015,7/19/2015,12,1,906.929,1056.315,19,2765.018,874.142,35,42.48,7.48,122.7445,874.142,57.37,2108.513
42204122,7/19/2015,7/19/2015,12,2,901.778,1068.25,19,2765.018,874.17,37.07,46.17,9.1,166.564,874.17,26.48,2134.428
42204131,7/19/2015,7/19/2015,13,1,896.066,1059.672,19,2765.018,871.85,37.76,46.21,8.45,152.9025,871.85,26.671,2102.847
42204132,7/19/2015,7/19/2015,13,2,892.054,1064.961,19,2765.018,862.028,35,37.07,2.07,156.5765,862.028,45.275,2127.759
42204141,7/19/2015,7/19/2015,14,1,891.164,1067.579,19,2765.018,859.966,35,37.07,2.07,146.7145,859.966,48.016,2109.393
42204142,7/19/2015,7/19/2015,14,2,897.472,1066.02,19,2765.018,861.241,35,45.38,10.38,153.8115,861.241,48.206,2126.517
42204151,7/19/2015,7/19/2015,15,1,911.055,1080.808,19,2765.018,873.847,36.29,51.05,14.76,194.083,873.847,21.172,2178.204
42204152,7/19/2015,7/19/2015,15,2,929.959,1113.516,19,2765.018,899.162,45.46,46.49,1.03,202.5065,899.162,18.815,2240.967
42204161,7/19/2015,7/19/2015,16,1,960.296,1153.967,19,2761.518,938.329,50,46.18,-3.82,207.273,938.329,18.815,2328.834
42204162,7/19/2015,7/19/2015,16,2,1006.877,1197.685,19,2761.518,991.91,55.99,58.03,2.04,205.539,991.91,21.791,2438.48
42204171,7/19/2015,7/19/2015,17,1,1074.521,1265.644,19,2761.518,1052.64,59.64,71.15,11.51,211.7085,1052.64,21.791,2572.279
42204172,7/19/2015,7/19/2015,17,2,1165.974,1337.778,19,2761.518,1112.82,56.62,96.97,40.35,214.4535,1112.82,21.791,2698.129
42204181,7/19/2015,7/19/2015,18,1,1234.668,1362.43,19,2761.518,1154.12,55.35,67.82,12.47,170.5525,1154.12,21.791,2692.927
42204182,7/19/2015,7/19/2015,18,2,1234.888,1349.01,19,2761.518,1166.838,55.32,72.86,17.54,139.914,1166.838,21.791,2657.086
42204191,7/19/2015,7/19/2015,19,1,1209.042,1313.14,19,2761.518,1156.128,55.49,73.35,17.86,107.234,1156.128,21.791,2570.306
42204192,7/19/2015,7/19/2015,19,2,1182.953,1275.98,19,2761.518,1126.443,55.71,76.85,21.14,100.9285,1126.443,21.258,2497.259
42204201,7/19/2015,7/19/2015,20,1,1158.3,1230.228,19,2761.518,1063.652,56.81,79.15,22.34,91.2075,1063.652,51.229,2412.177
42204202,7/19/2015,7/19/2015,20,2,1127.158,1194.524,19,2761.518,1027.243,58.16,83.52,25.36,87.82,1027.243,54.862,2339.85
42204211,7/19/2015,7/19/2015,21,1,1089.271,1143.059,19,2761.518,989.073,52.96,42.11,-10.85,69.02,989.073,56.185,2228.556
42204212,7/19/2015,7/19/2015,21,2,1044.075,1093.537,19,2761.518,944.712,45.46,41.07,-4.39,49.798,944.712,59.585,2108.19
42204221,7/19/2015,7/19/2015,22,1,994.603,1028.171,19,2765.018,909.812,33.87,35.13,1.26,36.595,909.812,52.614,1998.042
42204222,7/19/2015,7/19/2015,22,2,943.518,973.971,19,2768.518,865.307,33.87,21.89,-11.98,26.7185,865.307,52.63,1889.311
42204231,7/19/2015,7/19/2015,23,1,899.784,921.038,19,2775.518,817.146,33.87,23.63,-10.24,28.5185,817.146,51.736,1794.801
42204232,7/19/2015,7/19/2015,23,2,866.805,882.205,19,2782.518,776.813,32.99,19.02,-13.97,28.924,776.813,52.687,1716.848
4220501,7/19/2015,7/20/2015,0,1,842.662,845.615,19,2786.018,744.989,28.59,10.24,-18.35,32.554,744.989,53.105,1661.296
4220502,7/19/2015,7/20/2015,0,2,824.02,828.767,19,2789.518,721.686,24.78,24.49,-0.29,49.2575,721.686,49.25,1640.387
4220511,7/19/2015,7/20/2015,1,1,809.683,806.442,19,2793.018,713.398,24.56,10.01,-14.55,33.9395,713.398,49.25,1593.175
4220512,7/19/2015,7/20/2015,1,2,800.135,793.094,19,2796.518,713.258,24.56,10.24,-14.32,35.0965,713.258,49.25,1595.209
4220521,7/19/2015,7/20/2015,2,1,795.616,804.385,19,2796.518,711.524,21.42,10.24,-11.18,44.135,711.524,47.529,1606.376
4220522,7/19/2015,7/20/2015,2,2,794.731,804.321,19,2796.518,709.664,21.42,19.54,-1.88,44.2535,709.664,47.529,1602.893
4220531,7/19/2015,7/20/2015,3,1,794.931,806.708,19,2796.518,707.181,21.32,24.64,3.32,49.617,707.181,47.529,1608.654
4220532,7/19/2015,7/20/2015,3,2,798.11,809.192,19,2796.518,704.398,21.32,24.49,3.17,58.663,704.398,47.529,1621.18
4220541,7/19/2015,7/20/2015,4,1,807.625,814.349,19,2796.518,708.959,21.42,24.18,2.76,65.1905,708.959,41.618,1631.535
4220542,7/19/2015,7/20/2015,4,2,826.635,833.961,19,2796.518,728.492,25.66,27.99,2.33,67.094,728.492,49.25,1689.672
4220551,7/19/2015,7/20/2015,5,1,861.982,874.814,19,2793.018,761.013,28.83,36.19,7.36,83.056,761.013,48.625,1785.388
4220552,7/19/2015,7/20/2015,5,2,918.689,927.967,19,2789.518,814.485,30.99,41.1,10.11,84.958,814.485,56.043,1910.972
4220561,7/19/2015,7/20/2015,6,1,1005.896,1012.318,19,2779.018,924.949,55.42,61.85,6.43,87.9995,924.949,26.761,2079.419
4220562,7/19/2015,7/20/2015,6,2,1104.392,1088.671,19,2772.018,1006.328,62.18,66.3,4.12,90.415,1006.328,23.861,2241.208
4220571,7/19/2015,7/20/2015,7,1,1189.387,1169.047,19,2765.018,1079.646,58,63.48,5.48,88.4425,1079.646,22.794,2381.765
4220572,7/19/2015,7/20/2015,7,2,1244.705,1199.14,19,2761.518,1127.413,56.25,64.1,7.85,62.281,1127.413,22.794,2424.976
4220581,7/20/2015,7/20/2015,8,1,1223.703,1220.097,19.8,2761.518,1200.784,39.56,28.66,-10.9,-12.7025,1200.784,21.396,2418.955
4220582,7/20/2015,7/20/2015,8,2,1219.298,1209.463,19.8,2761.518,1195.826,40,28.17,-11.83,-29.693,1195.826,20.863,2373.992
4220591,7/20/2015,7/20/2015,9,1,1211.416,1176.281,19.8,2761.518,1180.13,40,23.63,-16.37,-49.665,1180.13,20.33,2301.59
4220592,7/20/2015,7/20/2015,9,2,1194.983,1147.745,19.8,2761.518,1154.386,38.29,28.66,-9.63,-29.4855,1154.386,20.33,2290.461
42205101,7/20/2015,7/20/2015,10,1,1176.961,1143.772,19.8,2740.118,1128.45,37.38,28.91,-8.47,-20.4925,1128.45,20.33,2256.575
42205102,7/20/2015,7/20/2015,10,2,1158.957,1117.132,19.8,2740.118,1112.305,37.87,28.66,-9.21,-27.784,1112.305,19.796,2208.634
42205111,7/20/2015,7/20/2015,11,1,1146.506,1090.274,19.8,2740.118,1101.227,37.65,21.89,-15.76,-32.2635,1101.227,23.612,2185.151
42205112,7/20/2015,7/20/2015,11,2,1141.393,1089.53,19.8,2743.618,1092.651,37.61,21.89,-15.72,-37.714,1092.651,23.612,2157.098
42205121,7/20/2015,7/20/2015,12,1,1136.017,1078.517,19.8,2743.618,1087.109,36.29,21.8,-14.49,-44.9315,1087.109,21.619,2127.593
42205122,7/20/2015,7/20/2015,12,2,1131.906,1071.364,19.8,2743.618,1084.211,36.29,22.09,-14.2,-29.9225,1084.211,21.619,2151.815
42205131,7/20/2015,7/20/2015,13,1,1133.881,1089.653,19.8,2743.618,1081.319,36.49,23.63,-12.86,-6.3205,1081.319,22.66,2195.317
42205132,7/20/2015,7/20/2015,13,2,1135.598,1104.384,19.8,2743.618,1070.345,36.29,21.99,-14.3,-45.5335,1070.345,63.407,2176.437
42205141,7/20/2015,7/20/2015,14,1,1141.082,1099.408,19.8,2743.618,1068.153,36.29,22.43,-13.86,-39.9015,1068.153,63.407,2183.317
42205142,7/20/2015,7/20/2015,14,2,1147.581,1094.755,19.8,2743.618,1069.754,36.29,29.67,-6.62,5.018,1069.754,22.152,2193.848
42205151,7/20/2015,7/20/2015,15,1,1156.82,1117.715,19.8,2743.618,1080.681,39.56,32.81,-6.75,20.118,1080.681,24.679,2250.956
42205152,7/20/2015,7/20/2015,15,2,1178.921,1131.426,19.8,2743.618,1105.345,40.65,28.17,-12.48,17.027,1105.345,20.329,2285.402
42205161,7/20/2015,7/20/2015,16,1,1209.366,1164.371,19.8,2761.518,1143.205,45.46,32.26,-13.2,17.301,1143.205,16.889,2354.79
42205162,7/20/2015,7/20/2015,16,2,1250.628,1198.976,19.8,2761.518,1194.984,49.02,39.69,-9.33,2.64,1194.984,19.454,2434.156
42205171,7/20/2015,7/20/2015,17,1,1315.073,1267.38,19.8,2761.518,1251.741,63.49,75.4,11.91,33.715,1251.741,23.306,2617.524
42205172,7/20/2015,7/20/2015,17,2,1402.709,1359.127,19.8,2761.518,1312.156,70.27,96.32,26.05,56.6285,1312.156,23.306,2784.181
42205181,7/20/2015,7/20/2015,18,1,1457.538,1410.731,19.8,2761.518,1360.075,89.66,94.16,4.5,-26.0985,1360.075,73.876,2815.705
42205182,7/20/2015,7/20/2015,18,2,1449.198,1404.501,19.8,2761.518,1376.88,105.14,77.52,-27.62,-103.6015,1376.88,115.176,2776.909
42205191,7/20/2015,7/20/2015,19,1,1415.609,1367.42,19.8,2761.518,1366.117,91.79,40.82,-50.97,-109.6195,1366.117,80.276,2673.547
42205192,7/20/2015,7/20/2015,19,2,1377.631,1327.225,19.8,2761.518,1331.609,70.16,39.19,-30.97,-53.548,1331.609,22.772,2601.666
42205201,7/20/2015,7/20/2015,20,1,1341.767,1282.18,19.8,2761.518,1255.757,52.96,40.95,-12.01,-20.1645,1255.757,19.796,2510.777
42205202,7/20/2015,7/20/2015,20,2,1297.41,1234.909,19.8,2761.518,1204.742,41.4,42.56,1.16,-29.7135,1204.742,20.33,2390.717
42205211,7/20/2015,7/20/2015,21,1,1245.393,1167.081,19.8,2761.518,1151.665,38.51,32.36,-6.15,-47.534,1151.665,20.33,2248.922
42205212,7/20/2015,7/20/2015,21,2,1179,1087.786,19.8,2761.518,1092.833,39.02,27.56,-11.46,-65.1975,1092.833,20.33,2095.931
42205221,7/20/2015,7/20/2015,22,1,1108.831,1008.629,19.8,2765.018,976.4,38.28,21.89,-16.39,-36.3375,976.4,32.821,1945.767
42205222,7/20/2015,7/20/2015,22,2,1039.724,949.052,19.8,2768.518,917.219,35,29.12,-5.88,-116.592,917.219,129.485,1860.224
42205231,7/20/2015,7/20/2015,23,1,980.261,915.294,19.8,2775.518,857.978,33.87,19.25,-14.62,-43.3965,857.978,84.476,1798.115
42205232,7/20/2015,7/20/2015,23,2,934.626,877.8,19.8,2782.518,810.901,33.87,19.17,-14.7,-10.315,810.901,54.42,1710.012
4220601,7/20/2015,7/21/2015,0,1,900.666,851.007,19.8,2786.018,772.963,26.81,19.17,-7.64,44.2165,772.963,21.287,1676.933
4220602,7/20/2015,7/21/2015,0,2,874.225,835.484,19.8,2789.518,745.24,21.93,29.12,7.19,63.8045,745.24,17.529,1653.147
4220611,7/20/2015,7/21/2015,1,1,855.601,825.264,19.8,2793.018,730.417,21.42,19.25,-2.17,66.7725,730.417,17.529,1629.437
4220612,7/20/2015,7/21/2015,1,2,844.035,816.382,19.8,2796.518,730.355,18.1,26.56,8.46,46.9065,730.355,36.405,1627.333
4220621,7/20/2015,7/21/2015,2,1,837.267,815.172,19.8,2796.518,732.378,21.32,29.33,8.01,48.378,732.378,30.455,1622.422
4220622,7/20/2015,7/21/2015,2,2,834.328,813.529,19.8,2796.518,726.642,18.1,44,25.9,51.2875,726.642,34.487,1624.833
4220631,7/20/2015,7/21/2015,3,1,832.884,815.425,19.8,2796.518,721.993,18.1,44,25.9,54.923,721.993,36.809,1627.45
4220632,7/20/2015,7/21/2015,3,2,835.799,820.205,19.8,2796.518,725.946,21.32,29.62,8.3,66.295,725.946,30.23,1644.942
4220641,7/20/2015,7/21/2015,4,1,845.137,831.474,19.8,2796.518,738.889,21.42,29.33,7.91,77.2425,738.889,17.529,1667.321
4220642,7/20/2015,7/21/2015,4,2,862.983,847.747,19.8,2796.518,759.321,21.93,29.12,7.19,81.8905,759.321,17.529,1717.481
4220651,7/20/2015,7/21/2015,5,1,897.956,894.09,19.8,2793.018,795.121,30,45.75,15.75,77.49,795.121,32.622,1810.466
4220652,7/20/2015,7/21/2015,5,2,958.541,946.861,19.8,2789.518,853.633,33.87,68.85,34.98,53.9945,853.633,70.447,1956.149
4220661,7/20/2015,7/21/2015,6,1,1052.808,1052.493,19.8,2779.018,972.504,36.87,70.3,33.43,40.5605,972.504,77.774,2181.677
4220662,7/20/2015,7/21/2015,6,2,1161.049,1156.416,19.8,2772.018,1063.387,39.44,71.87,32.43,104.407,1063.387,23.529,2382.646
4220671,7/20/2015,7/21/2015,7,1,1252.603,1260.684,19.8,2765.018,1144.44,43.93,83.86,39.93,117.906,1144.44,22.461,2569.614
4220672,7/20/2015,7/21/2015,7,2,1310.239,1307.934,19.8,2761.518,1193.733,43.93,101.63,57.7,78.4095,1193.733,22.461,2589.207
4220681,7/21/2015,7/21/2015,8,1,1273.813,1282.917,17.7,2761.518,1270.385,68.67,82.98,14.31,-36.768,1270.385,24.372,2515.978
4220682,7/21/2015,7/21/2015,8,2,1259.598,1235.246,17.7,2761.518,1254.633,64.5,43.63,-20.87,-68.642,1254.633,23.839,2419.66
4220691,7/21/2015,7/21/2015,9,1,1242.878,1201.324,17.7,2761.518,1224.483,48.93,50.84,1.91,-57.71,1224.483,20.33,2374.206
4220692,7/21/2015,7/21/2015,9,2,1219.146,1167.97,17.7,2761.518,1186.652,43.45,54.13,10.68,-46.883,1186.652,13.39,2306.318
42206101,7/21/2015,7/21/2015,10,1,1194.998,1134.31,17.7,2761.518,1148.244,37.3,49.2,11.9,-52.319,1148.244,20.33,2232.51
42206102,7/21/2015,7/21/2015,10,2,1172.471,1107.02,17.7,2761.518,1119.703,37.25,44.98,7.73,-52.256,1119.703,19.796,2174.486
42206111,7/21/2015,7/21/2015,11,1,1154.689,1082.192,17.7,2761.518,1097.353,36.05,45.46,9.41,-41.122,1097.353,22.64,2157.742
42206112,7/21/2015,7/21/2015,11,2,1142.017,1090.795,17.7,2765.018,1084.093,36.1,45.4,9.3,-14.8155,1084.093,22.64,2183.835
42206121,7/21/2015,7/21/2015,12,1,1130.986,1077.277,17.7,2765.018,1075.136,36.1,41.03,4.93,-46.9375,1075.136,22.64,2101.677
42206122,7/21/2015,7/21/2015,12,2,1122.923,1059.636,17.7,2765.018,1071.301,36.12,45.29,9.17,-33.118,1071.301,22.64,2121.646
42206131,7/21/2015,7/21/2015,13,1,1121.328,1075.738,17.7,2765.018,1069.739,37.53,45.42,7.89,-24.6175,1069.739,24.633,2139.509
42206132,7/21/2015,7/21/2015,13,2,1121.124,1062.159,17.7,2765.018,1061.826,36.41,45.44,9.03,-71.126,1061.826,64.428,2110.256
42206141,7/21/2015,7/21/2015,14,1,1122.91,1063.504,17.7,2765.018,1059.023,36.17,45.44,9.27,-52.9215,1059.023,64.428,2141.059
42206142,7/21/2015,7/21/2015,14,2,1125.186,1084.612,17.7,2765.018,1059.578,37.62,44.91,7.29,-3.1085,1059.578,25.166,2163.271
42206151,7/21/2015,7/21/2015,15,1,1133.484,1093.323,17.7,2765.018,1070.285,39.56,43.42,3.86,2.3195,1070.285,24.679,2194.567
42206152,7/21/2015,7/21/2015,15,2,1153.507,1118.167,17.7,2765.018,1098.299,40.65,36.1,-4.55,0.5865,1098.299,24.679,2247.129
42206161,7/21/2015,7/21/2015,16,1,1182.034,1151.187,17.7,2761.518,1139.285,45.46,45.88,0.42,13.8015,1139.285,20.329,2346.831
42206162,7/21/2015,7/21/2015,16,2,1224.319,1207.746,17.7,2761.518,1194.142,52.96,69.39,16.43,25.972,1194.142,20.329,2480.886
42206171,7/21/2015,7/21/2015,17,1,1291.037,1298.682,17.7,2761.518,1253.511,61.42,98.65,37.23,69.413,1253.511,23.306,2692.46
42206172,7/21/2015,7/21/2015,17,2,1383.916,1417.182,17.7,2761.518,1324.264,69.34,122.2,52.86,117.945,1324.264,23.306,2931.03
42206181,7/21/2015,7/21/2015,18,1,1447.269,1484.204,17.7,2761.518,1384.523,65.11,132.87,67.76,78.6695,1384.523,23.306,2972.997
42206182,7/21/2015,7/21/2015,18,2,1445.309,1495.06,17.7,2761.518,1406.6,63.55,142.09,78.54,44.0225,1406.6,23.306,2947.857
42206191,7/21/2015,7/21/2015,19,1,1416.195,1469.702,17.7,2761.518,1404.824,63.55,67.32,3.77,18.656,1404.824,23.306,2893.572
42206192,7/21/2015,7/21/2015,19,2,1382.65,1442.778,17.7,2761.518,1371.933,63.71,71.21,7.5,22.1425,1371.933,22.772,2833.695
42206201,7/21/2015,7/21/2015,20,1,1349.951,1402.515,17.7,2761.518,1299.277,65.9,85.1,19.2,39.814,1299.277,32.472,2743.126
42206202,7/21/2015,7/21/2015,20,2,1306.034,1352.12,17.7,2761.518,1248.942,69.63,87.54,17.91,33.5305,1248.942,36.106,2637.157
42206211,7/21/2015,7/21/2015,21,1,1252.535,1295.67,17.7,2761.518,1191.255,61.73,69.93,8.2,27.0445,1191.255,38.506,2513.611
42206212,7/21/2015,7/21/2015,21,2,1187.916,1220.312,17.7,2761.518,1128.161,51.59,63.75,12.16,5.9645,1128.161,38.73,2345.711
42206221,7/21/2015,7/21/2015,22,1,1116.916,1129.509,17.7,2765.018,1007.854,40.06,45.65,5.59,58.153,1007.854,20.33,2172.674
42206222,7/21/2015,7/21/2015,22,2,1046.185,1045.74,17.7,2768.518,945.145,36.1,44.28,8.18,-38.135,945.145,102.282,2018.584
42206231,7/21/2015,7/21/2015,23,1,985.183,980.484,17.7,2775.518,882.728,36.32,44.8,8.48,-36.761,882.728,105.615,1903.164
42206232,7/21/2015,7/21/2015,23,2,939.639,931.005,17.7,2782.518,832.994,33.87,45.22,11.35,1.896,832.994,70.21,1810.2
4220701,7/21/2015,7/22/2015,0,1,905.786,889.242,17.7,2786.018,793.654,33.87,37.32,3.45,37.344,793.654,40.082,1742.16
4220702,7/21/2015,7/22/2015,0,2,879.936,862.432,17.7,2789.518,765.453,28.59,42.77,14.18,59.474,765.453,27.5,1704.854
4220711,7/21/2015,7/22/2015,1,1,860.589,849.257,17.7,2793.018,751.968,28.59,29.62,1.03,57.259,751.968,27.5,1673.454
4220712,7/21/2015,7/22/2015,1,2,848.467,837.548,17.7,2796.518,753.228,28.59,29.62,1.03,51.6105,753.228,27.5,1664.677
4220721,7/21/2015,7/22/2015,2,1,841.979,827.576,17.7,2796.518,753.478,27.97,29.33,1.36,37.685,753.478,27.65,1637.626
4220722,7/21/2015,7/22/2015,2,2,838.601,821.055,17.7,2796.518,747.898,27.04,29.33,2.29,47.4125,747.898,22.864,1636.349
4220731,7/21/2015,7/22/2015,3,1,838.01,822.278,17.7,2796.518,742.986,27.04,29.33,2.29,52.737,742.986,23.517,1638.48
4220732,7/21/2015,7/22/2015,3,2,840.049,829.851,17.7,2796.518,746.066,27.04,29.62,2.58,60.591,746.066,23.819,1660.952
4220741,7/21/2015,7/22/2015,4,1,849.194,838.429,17.7,2796.518,757.361,27.97,29.62,1.65,50.244,757.361,28.791,1672.792
4220742,7/21/2015,7/22/2015,4,2,868.024,856.655,17.7,2796.518,776.748,33.87,45.91,12.04,62.2445,776.748,31.66,1741.305
4220751,7/21/2015,7/22/2015,5,1,903.735,898.084,17.7,2793.018,811.336,33.87,45.84,11.97,48.587,811.336,56.431,1832.708
4220752,7/21/2015,7/22/2015,5,2,964.731,956.658,17.7,2789.518,867.853,35,45.57,10.57,38.7335,867.853,86.625,1986.423
4220761,7/21/2015,7/22/2015,6,1,1057.492,1068.898,17.7,2779.018,983.014,37.51,46.04,8.53,67.8745,983.014,59.217,2220.211
4220762,7/21/2015,7/22/2015,6,2,1163.604,1172.728,17.7,2772.018,1067.538,45.46,63.17,17.71,131.116,1067.538,11.572,2420.452
4220771,7/21/2015,7/22/2015,7,1,1253.762,1275.897,17.7,2765.018,1139.501,52.96,76.2,23.24,154.608,1139.501,10.505,2609.228
4220772,7/21/2015,7/22/2015,7,2,1308.208,1321.323,17.7,2761.518,1180.944,52.96,81.32,28.36,126.745,1180.944,10.505,2636.388
4220781,7/22/2015,7/22/2015,8,1,1276.175,1313.549,18.3,2761.518,1219.473,62.98,93.72,30.74,50.425,1219.473,11.66,2563.116
4220782,7/22/2015,7/22/2015,8,2,1260.189,1267.595,18.3,2761.518,1201.636,63.94,84.65,20.71,38.9465,1201.636,11.825,2504.815
4220791,7/22/2015,7/22/2015,9,1,1240.287,1237.9,18.3,2761.518,1174.614,62.96,78.88,15.92,31.387,1174.614,9.852,2431.706
4220792,7/22/2015,7/22/2015,9,2,1213.202,1214.31,18.3,2761.518,1134.638,62.96,68.55,5.59,41.6625,1134.638,9.852,2372.305
42207101,7/22/2015,7/22/2015,10,1,1186.2,1166.846,18.3,2761.518,1094.431,52.59,55.35,2.76,48.862,1094.431,8.316,2303.218
